,name,lat,lon,date
12286,epic_1b_20210812131400,11.0,-25.0,2021-08-12
12285,epic_1b_20210812120832,11.0,-9.0,2021-08-12
12289,epic_1b_20210812163022,11.0,-74.0,2021-08-12
12261,epic_1b_20210813101620,11.0,20.0,2021-08-13
12252,epic_1b_20210813002713,11.0,167.0,2021-08-13
12253,epic_1b_20210813013240,11.0,150.0,2021-08-13
12254,epic_1b_20210813023807,11.0,134.0,2021-08-13
12255,epic_1b_20210813034335,11.0,118.0,2021-08-13
12256,epic_1b_20210813044903,11.0,101.0,2021-08-13
12257,epic_1b_20210813055430,11.0,85.0,2021-08-13
12258,epic_1b_20210813065958,11.0,69.0,2021-08-13
12259,epic_1b_20210813080525,11.0,52.0,2021-08-13
12260,epic_1b_20210813091052,11.0,36.0,2021-08-13
12262,epic_1b_20210813112147,11.0,3.0,2021-08-13
12265,epic_1b_20210813143810,11.0,-46.0,2021-08-13
12264,epic_1b_20210813133242,11.0,-29.0,2021-08-13
12266,epic_1b_20210813154337,11.0,-62.0,2021-08-13
12267,epic_1b_20210813164905,11.0,-78.0,2021-08-13
12269,epic_1b_20210813185959,11.0,-111.0,2021-08-13
12270,epic_1b_20210813200526,11.0,-127.0,2021-08-13
12271,epic_1b_20210813211054,11.0,-144.0,2021-08-13
12272,epic_1b_20210813221622,11.0,-160.0,2021-08-13
12273,epic_1b_20210813232149,11.0,-177.0,2021-08-13
12263,epic_1b_20210813122715,11.0,-13.0,2021-08-13
12251,epic_1b_20210814234033,11.0,179.0,2021-08-14
12243,epic_1b_20210814135059,11.0,-34.0,2021-08-14
12210,epic_1b_20210815021004,11.0,142.0,2021-08-15
12213,epic_1b_20210815052627,11.0,93.0,2021-08-15
12215,epic_1b_20210815073721,11.0,60.0,2021-08-15
12216,epic_1b_20210815084249,11.0,44.0,2021-08-15
12219,epic_1b_20210815115912,11.0,-5.0,2021-08-15
12230,epic_1b_20210815235915,10.0,175.0,2021-08-15
12227,epic_1b_20210815204252,11.0,-136.0,2021-08-15
12229,epic_1b_20210815225347,10.0,-169.0,2021-08-15
12224,epic_1b_20210815172629,11.0,-87.0,2021-08-15
12222,epic_1b_20210815151535,11.0,-54.0,2021-08-15
12221,epic_1b_20210815141007,11.0,-38.0,2021-08-15
12196,epic_1b_20210816093856,10.0,30.0,2021-08-16
12189,epic_1b_20210816005515,10.0,161.0,2021-08-16
12190,epic_1b_20210816020043,10.0,144.0,2021-08-16
12192,epic_1b_20210816041139,10.0,112.0,2021-08-16
12193,epic_1b_20210816051706,10.0,95.0,2021-08-16
12194,epic_1b_20210816062234,10.0,79.0,2021-08-16
12198,epic_1b_20210816114952,10.0,-3.0,2021-08-16
12199,epic_1b_20210816125520,10.0,-19.0,2021-08-16
12207,epic_1b_20210816224428,10.0,-166.0,2021-08-16
12206,epic_1b_20210816213901,10.0,-150.0,2021-08-16
12205,epic_1b_20210816203333,10.0,-134.0,2021-08-16
12204,epic_1b_20210816192806,10.0,-117.0,2021-08-16
12208,epic_1b_20210816234956,10.0,177.0,2021-08-16
12202,epic_1b_20210816161143,10.0,-68.0,2021-08-16
12201,epic_1b_20210816150615,10.0,-52.0,2021-08-16
12200,epic_1b_20210816140048,10.0,-36.0,2021-08-16
12203,epic_1b_20210816182238,10.0,-101.0,2021-08-16
12175,epic_1b_20210817092014,10.0,35.0,2021-08-17
12167,epic_1b_20210817003633,10.0,166.0,2021-08-17
12170,epic_1b_20210817035257,10.0,117.0,2021-08-17
12171,epic_1b_20210817045824,10.0,100.0,2021-08-17
12172,epic_1b_20210817060352,10.0,84.0,2021-08-17
12173,epic_1b_20210817070920,10.0,68.0,2021-08-17
12174,epic_1b_20210817081447,10.0,51.0,2021-08-17
12176,epic_1b_20210817102542,10.0,19.0,2021-08-17
12178,epic_1b_20210817123638,10.0,-14.0,2021-08-17
12187,epic_1b_20210817222547,10.0,-161.0,2021-08-17
12184,epic_1b_20210817190924,10.0,-112.0,2021-08-17
12181,epic_1b_20210817155300,10.0,-63.0,2021-08-17
12146,epic_1b_20210818012320,10.0,154.0,2021-08-18
12147,epic_1b_20210818022821,10.0,138.0,2021-08-18
12148,epic_1b_20210818033415,10.0,122.0,2021-08-18
12149,epic_1b_20210818043943,10.0,105.0,2021-08-18
12152,epic_1b_20210818075606,10.0,56.0,2021-08-18
12154,epic_1b_20210818100701,10.0,23.0,2021-08-18
12166,epic_1b_20210818231233,10.0,-173.0,2021-08-18
12164,epic_1b_20210818210138,10.0,-140.0,2021-08-18
12163,epic_1b_20210818195610,10.0,-124.0,2021-08-18
12155,epic_1b_20210818111228,10.0,7.0,2021-08-18
12160,epic_1b_20210818163947,10.0,-75.0,2021-08-18
12158,epic_1b_20210818142852,10.0,-42.0,2021-08-18
12157,epic_1b_20210818132324,10.0,-26.0,2021-08-18
12161,epic_1b_20210818174515,10.0,-91.0,2021-08-18
12124,epic_1b_20210819000831,10.0,173.0,2021-08-19
12125,epic_1b_20210819021926,10.0,141.0,2021-08-19
12127,epic_1b_20210819043021,10.0,108.0,2021-08-19
12128,epic_1b_20210819053549,10.0,92.0,2021-08-19
12130,epic_1b_20210819074644,10.0,59.0,2021-08-19
12133,epic_1b_20210819110307,10.0,10.0,2021-08-19
12143,epic_1b_20210819215744,9.0,-154.0,2021-08-19
12142,epic_1b_20210819205217,10.0,-137.0,2021-08-19
12144,epic_1b_20210819230311,9.0,-170.0,2021-08-19
12139,epic_1b_20210819173553,9.0,-88.0,2021-08-19
12110,epic_1b_20210820091053,9.0,38.0,2021-08-20
12102,epic_1b_20210820002712,9.0,169.0,2021-08-20
12103,epic_1b_20210820013240,9.0,153.0,2021-08-20
12104,epic_1b_20210820023807,9.0,136.0,2021-08-20
12105,epic_1b_20210820034335,9.0,120.0,2021-08-20
12106,epic_1b_20210820044903,9.0,104.0,2021-08-20
12107,epic_1b_20210820055430,9.0,87.0,2021-08-20
12108,epic_1b_20210820065958,9.0,71.0,2021-08-20
12109,epic_1b_20210820080525,9.0,54.0,2021-08-20
12111,epic_1b_20210820101621,9.0,22.0,2021-08-20
12123,epic_1b_20210820232154,9.0,-174.0,2021-08-20
12113,epic_1b_20210820122716,9.0,-11.0,2021-08-20
12114,epic_1b_20210820133245,9.0,-27.0,2021-08-20
12115,epic_1b_20210820143812,9.0,-44.0,2021-08-20
12116,epic_1b_20210820154340,9.0,-60.0,2021-08-20
12117,epic_1b_20210820164909,9.0,-76.0,2021-08-20
12118,epic_1b_20210820175436,9.0,-93.0,2021-08-20
12119,epic_1b_20210820190004,9.0,-109.0,2021-08-20
12120,epic_1b_20210820200531,9.0,-125.0,2021-08-20
12121,epic_1b_20210820211059,9.0,-142.0,2021-08-20
12122,epic_1b_20210820221627,9.0,-158.0,2021-08-20
12112,epic_1b_20210820112149,9.0,5.0,2021-08-20
12086,epic_1b_20210821071841,9.0,66.0,2021-08-21
12085,epic_1b_20210821061313,9.0,83.0,2021-08-21
12089,epic_1b_20210821103504,9.0,17.0,2021-08-21
12083,epic_1b_20210821040217,9.0,115.0,2021-08-21
12082,epic_1b_20210821025650,9.0,132.0,2021-08-21
12081,epic_1b_20210821015122,9.0,148.0,2021-08-21
12084,epic_1b_20210821050746,9.0,99.0,2021-08-21
12090,epic_1b_20210821114032,9.0,1.0,2021-08-21
12092,epic_1b_20210821135128,9.0,-32.0,2021-08-21
12101,epic_1b_20210821234038,9.0,-179.0,2021-08-21
12100,epic_1b_20210821223510,9.0,-162.0,2021-08-21
12091,epic_1b_20210821124600,9.0,-15.0,2021-08-21
12094,epic_1b_20210821160223,9.0,-64.0,2021-08-21
12093,epic_1b_20210821145656,9.0,-48.0,2021-08-21
12097,epic_1b_20210821191847,9.0,-113.0,2021-08-21
12060,epic_1b_20210822031532,9.0,128.0,2021-08-22
12068,epic_1b_20210822115915,9.0,-3.0,2021-08-22
12071,epic_1b_20210822151537,9.0,-52.0,2021-08-22
12074,epic_1b_20210822183200,9.0,-101.0,2021-08-22
12077,epic_1b_20210822214824,9.0,-150.0,2021-08-22
12079,epic_1b_20210822235918,9.0,177.0,2021-08-22
12045,epic_1b_20210823104424,9.0,16.0,2021-08-23
12044,epic_1b_20210823093856,9.0,32.0,2021-08-23
12043,epic_1b_20210823083329,9.0,48.0,2021-08-23
12042,epic_1b_20210823072801,9.0,65.0,2021-08-23
12037,epic_1b_20210823005516,9.0,163.0,2021-08-23
12040,epic_1b_20210823051706,9.0,97.0,2021-08-23
12039,epic_1b_20210823041138,9.0,114.0,2021-08-23
12038,epic_1b_20210823030611,9.0,130.0,2021-08-23
12041,epic_1b_20210823062233,9.0,81.0,2021-08-23
12046,epic_1b_20210823114952,9.0,-1.0,2021-08-23
12048,epic_1b_20210823140047,9.0,-33.0,2021-08-23
12049,epic_1b_20210823150615,9.0,-50.0,2021-08-23
12056,epic_1b_20210823224428,8.0,-164.0,2021-08-23
12054,epic_1b_20210823203333,9.0,-131.0,2021-08-23
12047,epic_1b_20210823125519,9.0,-17.0,2021-08-23
12052,epic_1b_20210823182238,9.0,-99.0,2021-08-23
12051,epic_1b_20210823171710,9.0,-82.0,2021-08-23
12050,epic_1b_20210823161142,9.0,-66.0,2021-08-23
12053,epic_1b_20210823192805,9.0,-115.0,2021-08-23
12033,epic_1b_20210824201448,8.0,-126.0,2021-08-24
12002,epic_1b_20210825075604,8.0,58.0,2021-08-25
12001,epic_1b_20210825065036,8.0,75.0,2021-08-25
12000,epic_1b_20210825054508,8.0,91.0,2021-08-25
11999,epic_1b_20210825043941,8.0,107.0,2021-08-25
12003,epic_1b_20210825090131,8.0,42.0,2021-08-25
11997,epic_1b_20210825022846,8.0,140.0,2021-08-25
11996,epic_1b_20210825012318,8.0,156.0,2021-08-25
11995,epic_1b_20210825001751,8.0,173.0,2021-08-25
11998,epic_1b_20210825033413,8.0,124.0,2021-08-25
12006,epic_1b_20210825121753,8.0,-7.0,2021-08-25
12016,epic_1b_20210825231229,8.0,-171.0,2021-08-25
12015,epic_1b_20210825220702,8.0,-154.0,2021-08-25
12014,epic_1b_20210825210134,8.0,-138.0,2021-08-25
12012,epic_1b_20210825185038,8.0,-105.0,2021-08-25
12005,epic_1b_20210825111226,8.0,9.0,2021-08-25
12009,epic_1b_20210825153416,8.0,-56.0,2021-08-25
11973,epic_1b_20210826000831,8.0,176.0,2021-08-26
11985,epic_1b_20210826131400,8.0,-21.0,2021-08-26
11984,epic_1b_20210826120833,8.0,-4.0,2021-08-26
11994,epic_1b_20210826230307,8.0,-168.0,2021-08-26
11993,epic_1b_20210826215740,8.0,-151.0,2021-08-26
11983,epic_1b_20210826110305,8.0,12.0,2021-08-26
11990,epic_1b_20210826184117,8.0,-102.0,2021-08-26
11992,epic_1b_20210826205213,8.0,-135.0,2021-08-26
11988,epic_1b_20210826163023,8.0,-70.0,2021-08-26
11987,epic_1b_20210826152455,8.0,-53.0,2021-08-26
11986,epic_1b_20210826141927,8.0,-37.0,2021-08-26
11989,epic_1b_20210826173550,8.0,-86.0,2021-08-26
11964,epic_1b_20210827044902,8.0,106.0,2021-08-27
11960,epic_1b_20210827002713,8.0,171.0,2021-08-27
11961,epic_1b_20210827013240,8.0,155.0,2021-08-27
11962,epic_1b_20210827023807,8.0,139.0,2021-08-27
11963,epic_1b_20210827034335,8.0,122.0,2021-08-27
11965,epic_1b_20210827055430,8.0,89.0,2021-08-27
11967,epic_1b_20210827080525,8.0,57.0,2021-08-27
11968,epic_1b_20210827091053,8.0,40.0,2021-08-27
11969,epic_1b_20210827101620,8.0,24.0,2021-08-27
11972,epic_1b_20210827221622,7.0,-156.0,2021-08-27
11939,epic_1b_20210828004555,7.0,167.0,2021-08-28
11941,epic_1b_20210828025650,7.0,134.0,2021-08-28
11942,epic_1b_20210828040217,7.0,118.0,2021-08-28
11943,epic_1b_20210828050745,7.0,102.0,2021-08-28
11944,epic_1b_20210828061312,7.0,85.0,2021-08-28
11945,epic_1b_20210828071840,7.0,69.0,2021-08-28
11946,epic_1b_20210828082407,7.0,52.0,2021-08-28
11948,epic_1b_20210828103503,7.0,20.0,2021-08-28
11950,epic_1b_20210828124558,7.0,-13.0,2021-08-28
11952,epic_1b_20210828145654,7.0,-46.0,2021-08-28
11953,epic_1b_20210828160221,7.0,-62.0,2021-08-28
11954,epic_1b_20210828170749,7.0,-78.0,2021-08-28
11955,epic_1b_20210828181316,7.0,-95.0,2021-08-28
11956,epic_1b_20210828191844,7.0,-111.0,2021-08-28
11957,epic_1b_20210828202411,7.0,-127.0,2021-08-28
11958,epic_1b_20210828212939,7.0,-144.0,2021-08-28
11959,epic_1b_20210828223506,7.0,-160.0,2021-08-28
11949,epic_1b_20210828114030,7.0,3.0,2021-08-28
11922,epic_1b_20210829052626,7.0,97.0,2021-08-29
11926,epic_1b_20210829094816,7.0,32.0,2021-08-29
11920,epic_1b_20210829031532,7.0,130.0,2021-08-29
11918,epic_1b_20210829010437,7.0,163.0,2021-08-29
11921,epic_1b_20210829042100,7.0,114.0,2021-08-29
11927,epic_1b_20210829105344,7.0,15.0,2021-08-29
11925,epic_1b_20210829084249,7.0,48.0,2021-08-29
11929,epic_1b_20210829130439,7.0,-17.0,2021-08-29
11935,epic_1b_20210829193725,7.0,-115.0,2021-08-29
11928,epic_1b_20210829115911,7.0,-1.0,2021-08-29
11932,epic_1b_20210829162102,7.0,-66.0,2021-08-29
11938,epic_1b_20210829225348,7.0,-164.0,2021-08-29
11933,epic_1b_20210829172630,7.0,-83.0,2021-08-29
11899,epic_1b_20210831024728,7.0,138.0,2021-08-31
11917,epic_1b_20210831233109,6.0,-173.0,2021-08-31
11883,epic_1b_20210901090131,6.0,45.0,2021-09-01
11882,epic_1b_20210901075603,6.0,61.0,2021-09-01
11881,epic_1b_20210901065035,6.0,77.0,2021-09-01
11880,epic_1b_20210901054508,6.0,94.0,2021-09-01
11875,epic_1b_20210901001751,6.0,175.0,2021-09-01
11878,epic_1b_20210901033413,6.0,126.0,2021-09-01
11877,epic_1b_20210901022846,6.0,143.0,2021-09-01
11879,epic_1b_20210901043941,6.0,110.0,2021-09-01
11884,epic_1b_20210901100658,6.0,28.0,2021-09-01
11887,epic_1b_20210901132321,6.0,-21.0,2021-09-01
11888,epic_1b_20210901142848,6.0,-37.0,2021-09-01
11890,epic_1b_20210901163943,6.0,-70.0,2021-09-01
11895,epic_1b_20210901220700,6.0,-152.0,2021-09-01
11896,epic_1b_20210901231227,6.0,-168.0,2021-09-01
11861,epic_1b_20210902085209,6.0,47.0,2021-09-02
11860,epic_1b_20210902074641,6.0,64.0,2021-09-02
11859,epic_1b_20210902064114,6.0,80.0,2021-09-02
11858,epic_1b_20210902053547,6.0,96.0,2021-09-02
11855,epic_1b_20210902021925,6.0,145.0,2021-09-02
11854,epic_1b_20210902011358,6.0,162.0,2021-09-02
11857,epic_1b_20210902043020,6.0,113.0,2021-09-02
11862,epic_1b_20210902095736,6.0,31.0,2021-09-02
11865,epic_1b_20210902131358,6.0,-18.0,2021-09-02
11864,epic_1b_20210902120830,6.0,-2.0,2021-09-02
11874,epic_1b_20210902230305,6.0,-165.0,2021-09-02
11863,epic_1b_20210902110303,6.0,15.0,2021-09-02
11872,epic_1b_20210902205211,6.0,-132.0,2021-09-02
11871,epic_1b_20210902194643,6.0,-116.0,2021-09-02
11873,epic_1b_20210902215738,6.0,-149.0,2021-09-02
11869,epic_1b_20210902173548,6.0,-83.0,2021-09-02
11868,epic_1b_20210902163021,6.0,-67.0,2021-09-02
11867,epic_1b_20210902152453,6.0,-51.0,2021-09-02
11870,epic_1b_20210902184115,6.0,-100.0,2021-09-02
11844,epic_1b_20210903073921,6.0,66.0,2021-09-03
11840,epic_1b_20210903002712,6.0,174.0,2021-09-03
11841,epic_1b_20210903021515,6.0,147.0,2021-09-03
11842,epic_1b_20210903040317,6.0,120.0,2021-09-03
11843,epic_1b_20210903055120,6.0,93.0,2021-09-03
11845,epic_1b_20210903092724,6.0,39.0,2021-09-03
11852,epic_1b_20210903220342,5.0,-150.0,2021-09-03
11847,epic_1b_20210903130329,6.0,-15.0,2021-09-03
11849,epic_1b_20210903163933,5.0,-69.0,2021-09-03
11850,epic_1b_20210903182737,5.0,-96.0,2021-09-03
11846,epic_1b_20210903111526,6.0,12.0,2021-09-03
11829,epic_1b_20210904042200,5.0,116.0,2021-09-04
11830,epic_1b_20210904061001,5.0,89.0,2021-09-04
11831,epic_1b_20210904075804,5.0,62.0,2021-09-04
11832,epic_1b_20210904094606,5.0,35.0,2021-09-04
11834,epic_1b_20210904132211,5.0,-19.0,2021-09-04
11836,epic_1b_20210904165815,5.0,-73.0,2021-09-04
11837,epic_1b_20210904184618,5.0,-100.0,2021-09-04
11839,epic_1b_20210904222223,5.0,-154.0,2021-09-04
11833,epic_1b_20210904113408,5.0,8.0,2021-09-04
11818,epic_1b_20210905081645,5.0,57.0,2021-09-05
11814,epic_1b_20210905010436,5.0,165.0,2021-09-05
11815,epic_1b_20210905025239,5.0,138.0,2021-09-05
11816,epic_1b_20210905044041,5.0,111.0,2021-09-05
11819,epic_1b_20210905100448,5.0,30.0,2021-09-05
11826,epic_1b_20210905224105,5.0,-158.0,2021-09-05
11821,epic_1b_20210905134053,5.0,-24.0,2021-09-05
11822,epic_1b_20210905152855,5.0,-51.0,2021-09-05
11823,epic_1b_20210905171657,5.0,-77.0,2021-09-05
11825,epic_1b_20210905205302,5.0,-131.0,2021-09-05
11805,epic_1b_20210906080725,5.0,60.0,2021-09-06
11802,epic_1b_20210906005515,5.0,168.0,2021-09-06
11803,epic_1b_20210906043120,5.0,114.0,2021-09-06
11804,epic_1b_20210906061923,5.0,87.0,2021-09-06
11810,epic_1b_20210906170736,5.0,-75.0,2021-09-06
11811,epic_1b_20210906185538,5.0,-102.0,2021-09-06
11812,epic_1b_20210906204341,5.0,-129.0,2021-09-06
11813,epic_1b_20210906223143,4.0,-156.0,2021-09-06
11780,epic_1b_20210908073001,4.0,70.0,2021-09-08
11776,epic_1b_20210908001752,4.0,178.0,2021-09-08
11781,epic_1b_20210908091803,4.0,43.0,2021-09-08
11788,epic_1b_20210908215420,4.0,-146.0,2021-09-08
11783,epic_1b_20210908125408,4.0,-11.0,2021-09-08
11784,epic_1b_20210908144211,4.0,-38.0,2021-09-08
11785,epic_1b_20210908163013,4.0,-65.0,2021-09-08
11786,epic_1b_20210908181815,4.0,-92.0,2021-09-08
11787,epic_1b_20210908200617,4.0,-119.0,2021-09-08
11782,epic_1b_20210908110606,4.0,16.0,2021-09-08
11752,epic_1b_20210910021515,4.0,150.0,2021-09-10
11753,epic_1b_20210910040317,4.0,123.0,2021-09-10
11758,epic_1b_20210910130329,3.0,-12.0,2021-09-10
11759,epic_1b_20210910145131,3.0,-39.0,2021-09-10
11760,epic_1b_20210910163934,3.0,-66.0,2021-09-10
11761,epic_1b_20210910201538,3.0,-120.0,2021-09-10
11762,epic_1b_20210910220340,3.0,-147.0,2021-09-10
11738,epic_1b_20210911004554,3.0,172.0,2021-09-11
11739,epic_1b_20210911023357,3.0,145.0,2021-09-11
11740,epic_1b_20210911042159,3.0,118.0,2021-09-11
11741,epic_1b_20210911061001,3.0,91.0,2021-09-11
11742,epic_1b_20210911075803,3.0,64.0,2021-09-11
11743,epic_1b_20210911094606,3.0,37.0,2021-09-11
11745,epic_1b_20210911132211,3.0,-17.0,2021-09-11
11746,epic_1b_20210911151013,3.0,-44.0,2021-09-11
11747,epic_1b_20210911165815,3.0,-71.0,2021-09-11
11748,epic_1b_20210911184617,3.0,-98.0,2021-09-11
11744,epic_1b_20210911113408,3.0,10.0,2021-09-11
11749,epic_1b_20210911203419,3.0,-125.0,2021-09-11
11732,epic_1b_20210912081645,3.0,60.0,2021-09-12
11731,epic_1b_20210912025238,3.0,141.0,2021-09-12
11733,epic_1b_20210912100448,3.0,33.0,2021-09-12
11735,epic_1b_20210912190459,3.0,-102.0,2021-09-12
11736,epic_1b_20210912205301,3.0,-129.0,2021-09-12
11737,epic_1b_20210912224104,3.0,-156.0,2021-09-12
11734,epic_1b_20210912134052,3.0,-21.0,2021-09-12
11718,epic_1b_20210913005515,3.0,171.0,2021-09-13
11719,epic_1b_20210913024317,3.0,144.0,2021-09-13
11720,epic_1b_20210913043120,3.0,117.0,2021-09-13
11721,epic_1b_20210913061922,2.0,90.0,2021-09-13
11722,epic_1b_20210913080724,3.0,63.0,2021-09-13
11709,epic_1b_20210914074844,2.0,68.0,2021-09-14
11705,epic_1b_20210914003634,2.0,176.0,2021-09-14
11706,epic_1b_20210914022436,2.0,149.0,2021-09-14
11707,epic_1b_20210914041239,2.0,122.0,2021-09-14
11708,epic_1b_20210914060042,2.0,95.0,2021-09-14
11710,epic_1b_20210914093647,2.0,41.0,2021-09-14
11712,epic_1b_20210914131252,2.0,-13.0,2021-09-14
11713,epic_1b_20210914150055,2.0,-40.0,2021-09-14
11711,epic_1b_20210914112450,2.0,14.0,2021-09-14
11696,epic_1b_20210915073002,2.0,73.0,2021-09-15
11693,epic_1b_20210915020554,2.0,154.0,2021-09-15
11694,epic_1b_20210915035357,2.0,127.0,2021-09-15
11695,epic_1b_20210915054159,2.0,100.0,2021-09-15
11697,epic_1b_20210915091805,2.0,46.0,2021-09-15
11692,epic_1b_20210915001751,2.0,-179.0,2021-09-15
11699,epic_1b_20210915125410,2.0,-8.0,2021-09-15
11700,epic_1b_20210915144213,2.0,-35.0,2021-09-15
11701,epic_1b_20210915163015,2.0,-62.0,2021-09-15
11702,epic_1b_20210915181817,2.0,-89.0,2021-09-15
11703,epic_1b_20210915200620,2.0,-116.0,2021-09-15
11698,epic_1b_20210915110608,2.0,19.0,2021-09-15
11704,epic_1b_20210915215422,2.0,-143.0,2021-09-15
11682,epic_1b_20210916034435,2.0,129.0,2021-09-16
11690,epic_1b_20210916195655,1.0,-114.0,2021-09-16
11687,epic_1b_20210916143249,2.0,-33.0,2021-09-16
11688,epic_1b_20210916162051,2.0,-60.0,2021-09-16
11689,epic_1b_20210916180853,1.0,-87.0,2021-09-16
11691,epic_1b_20210916214458,1.0,-141.0,2021-09-16
11672,epic_1b_20210917002713,1.0,179.0,2021-09-17
11673,epic_1b_20210917021515,1.0,152.0,2021-09-17
11674,epic_1b_20210917040317,1.0,125.0,2021-09-17
11675,epic_1b_20210917055120,1.0,98.0,2021-09-17
11676,epic_1b_20210917073922,1.0,71.0,2021-09-17
11677,epic_1b_20210917092725,1.0,44.0,2021-09-17
11678,epic_1b_20210917111527,1.0,17.0,2021-09-17
11679,epic_1b_20210917130329,1.0,-10.0,2021-09-17
11659,epic_1b_20210918004554,1.0,174.0,2021-09-18
11661,epic_1b_20210918042200,1.0,120.0,2021-09-18
11663,epic_1b_20210918075806,1.0,66.0,2021-09-18
11664,epic_1b_20210918094608,1.0,39.0,2021-09-18
11666,epic_1b_20210918132214,1.0,-15.0,2021-09-18
11667,epic_1b_20210918151017,1.0,-42.0,2021-09-18
11665,epic_1b_20210918113411,1.0,12.0,2021-09-18
11650,epic_1b_20210919081648,1.0,62.0,2021-09-19
11646,epic_1b_20210919010436,1.0,170.0,2021-09-19
11647,epic_1b_20210919025239,1.0,143.0,2021-09-19
11648,epic_1b_20210919044042,1.0,116.0,2021-09-19
11651,epic_1b_20210919100451,1.0,35.0,2021-09-19
11649,epic_1b_20210919062845,1.0,89.0,2021-09-19
11653,epic_1b_20210919134057,1.0,-19.0,2021-09-19
11654,epic_1b_20210919152900,1.0,-46.0,2021-09-19
11658,epic_1b_20210919224111,1.0,-154.0,2021-09-19
11655,epic_1b_20210919171703,1.0,-73.0,2021-09-19
11656,epic_1b_20210919190505,1.0,-100.0,2021-09-19
11657,epic_1b_20210919205308,1.0,-127.0,2021-09-19
11652,epic_1b_20210919115254,1.0,8.0,2021-09-19
11640,epic_1b_20210920133136,0.0,-16.0,2021-09-20
11641,epic_1b_20210920151938,0.0,-43.0,2021-09-20
11642,epic_1b_20210920170742,0.0,-70.0,2021-09-20
11643,epic_1b_20210920185544,0.0,-97.0,2021-09-20
11644,epic_1b_20210920204347,0.0,-124.0,2021-09-20
11645,epic_1b_20210920223150,0.0,-151.0,2021-09-20
11631,epic_1b_20210921074845,0.0,69.0,2021-09-21
11630,epic_1b_20210921060042,0.0,96.0,2021-09-21
11629,epic_1b_20210921041239,0.0,123.0,2021-09-21
11628,epic_1b_20210921022437,0.0,150.0,2021-09-21
11620,epic_1b_20210924002712,-1.0,-180.0,2021-09-24
11621,epic_1b_20210924021515,-1.0,153.0,2021-09-24
11585,epic_1b_20210927080726,-1.0,66.0,2021-09-27
11581,epic_1b_20210927005516,-1.0,174.0,2021-09-27
11582,epic_1b_20210927024318,-1.0,147.0,2021-09-27
11583,epic_1b_20210927043121,-1.0,120.0,2021-09-27
11584,epic_1b_20210927061923,-1.0,93.0,2021-09-27
11586,epic_1b_20210927095529,-1.0,39.0,2021-09-27
11588,epic_1b_20210927133134,-1.0,-15.0,2021-09-27
11589,epic_1b_20210927151937,-1.0,-42.0,2021-09-27
11587,epic_1b_20210927114331,-1.0,12.0,2021-09-27
11555,epic_1b_20210929001751,-2.0,-177.0,2021-09-29
11556,epic_1b_20210929020554,-2.0,156.0,2021-09-29
11558,epic_1b_20210929054159,-2.0,102.0,2021-09-29
11559,epic_1b_20210929073002,-2.0,75.0,2021-09-29
11560,epic_1b_20210929091805,-2.0,48.0,2021-09-29
11563,epic_1b_20210929144213,-2.0,-33.0,2021-09-29
11564,epic_1b_20210929163016,-2.0,-60.0,2021-09-29
11565,epic_1b_20210929181818,-2.0,-87.0,2021-09-29
11566,epic_1b_20210929200621,-2.0,-114.0,2021-09-29
11561,epic_1b_20210929110608,-2.0,21.0,2021-09-29
11546,epic_1b_20210930072040,-2.0,78.0,2021-09-30
11542,epic_1b_20210930000830,-2.0,-174.0,2021-09-30
11543,epic_1b_20210930015633,-2.0,159.0,2021-09-30
11544,epic_1b_20210930034435,-2.0,132.0,2021-09-30
11545,epic_1b_20210930053238,-2.0,105.0,2021-09-30
11547,epic_1b_20210930090843,-2.0,51.0,2021-09-30
11554,epic_1b_20210930214502,-2.0,-138.0,2021-09-30
11549,epic_1b_20210930124448,-2.0,-3.0,2021-09-30
11550,epic_1b_20210930143251,-2.0,-30.0,2021-09-30
11551,epic_1b_20210930162053,-2.0,-57.0,2021-09-30
11552,epic_1b_20210930180856,-2.0,-84.0,2021-09-30
11553,epic_1b_20210930195659,-2.0,-111.0,2021-09-30
11548,epic_1b_20210930105645,-2.0,24.0,2021-09-30
11530,epic_1b_20211001002713,-2.0,-179.0,2021-10-01
11531,epic_1b_20211001040318,-3.0,127.0,2021-10-01
11534,epic_1b_20211001092726,-3.0,46.0,2021-10-01
11533,epic_1b_20211001073923,-3.0,73.0,2021-10-01
11535,epic_1b_20211001111528,-3.0,19.0,2021-10-01
11532,epic_1b_20211001055120,-3.0,100.0,2021-10-01
11537,epic_1b_20211001145133,-3.0,-35.0,2021-10-01
11536,epic_1b_20211001130331,-3.0,-8.0,2021-10-01
11541,epic_1b_20211001220344,-3.0,-143.0,2021-10-01
11538,epic_1b_20211001163936,-3.0,-62.0,2021-10-01
11539,epic_1b_20211001182739,-3.0,-89.0,2021-10-01
11540,epic_1b_20211001201541,-3.0,-116.0,2021-10-01
11495,epic_1b_20211005060042,-4.0,99.0,2021-10-05
11492,epic_1b_20211005003634,-4.0,180.0,2021-10-05
11493,epic_1b_20211005022436,-4.0,153.0,2021-10-05
11494,epic_1b_20211005041239,-4.0,125.0,2021-10-05
11496,epic_1b_20211005074845,-4.0,71.0,2021-10-05
11497,epic_1b_20211005093647,-4.0,44.0,2021-10-05
11499,epic_1b_20211005131253,-4.0,-10.0,2021-10-05
11500,epic_1b_20211005150055,-4.0,-37.0,2021-10-05
11501,epic_1b_20211005164858,-4.0,-64.0,2021-10-05
