,name,lat,lon,date
40465,epic_1b_20150717190104,15.0,-94.0,2015-07-17
40460,epic_1b_20150721202044,13.0,-114.0,2015-07-21
40452,epic_1b_20150722130830,13.0,-6.0,2015-07-22
40457,epic_1b_20150722235649,13.0,-168.0,2015-07-22
40418,epic_1b_20150803143256,9.0,-30.0,2015-08-03
40395,epic_1b_20150806035937,8.0,128.0,2015-08-06
40369,epic_1b_20150808022132,8.0,152.0,2015-08-08
40370,epic_1b_20150808040936,8.0,125.0,2015-08-08
40375,epic_1b_20150808130950,8.0,-11.0,2015-08-08
40356,epic_1b_20150809003829,8.0,177.0,2015-08-09
40355,epic_1b_20150810214505,7.0,-140.0,2015-08-10
40338,epic_1b_20150811001329,7.0,-177.0,2015-08-11
40348,epic_1b_20150811181359,7.0,-88.0,2015-08-11
40347,epic_1b_20150811162556,7.0,-61.0,2015-08-11
40324,epic_1b_20150818201703,5.0,-121.0,2015-08-18
40312,epic_1b_20150820221505,5.0,-151.0,2015-08-20
40311,epic_1b_20150820202701,5.0,-124.0,2015-08-20
40310,epic_1b_20150820183858,5.0,-97.0,2015-08-20
40293,epic_1b_20150824002329,4.0,176.0,2015-08-24
40294,epic_1b_20150824021133,4.0,149.0,2015-08-24
40295,epic_1b_20150824035936,4.0,122.0,2015-08-24
40297,epic_1b_20150824073542,4.0,68.0,2015-08-24
40300,epic_1b_20150824125952,4.0,-13.0,2015-08-24
40301,epic_1b_20150824144755,4.0,-40.0,2015-08-24
40303,epic_1b_20150824182402,4.0,-94.0,2015-08-24
40282,epic_1b_20150825054510,4.0,95.0,2015-08-25
40290,epic_1b_20150825195610,4.0,-118.0,2015-08-25
40269,epic_1b_20150826133246,4.0,-22.0,2015-08-26
40278,epic_1b_20150826232156,4.0,-170.0,2015-08-26
40277,epic_1b_20150826221628,4.0,-153.0,2015-08-26
40275,epic_1b_20150826200533,4.0,-121.0,2015-08-26
40273,epic_1b_20150826175437,4.0,-88.0,2015-08-26
40272,epic_1b_20150826164909,4.0,-71.0,2015-08-26
40244,epic_1b_20150827092014,4.0,41.0,2015-08-27
40236,epic_1b_20150827003632,4.0,172.0,2015-08-27
40241,epic_1b_20150827060351,4.0,90.0,2015-08-27
40257,epic_1b_20150827233118,4.0,-172.0,2015-08-27
40221,epic_1b_20150831074644,3.0,62.0,2015-08-31
40216,epic_1b_20150831021925,4.0,144.0,2015-08-31
40211,epic_1b_20150901195609,3.0,-121.0,2015-09-01
40187,epic_1b_20150902065957,3.0,73.0,2015-09-02
40201,epic_1b_20150902232154,3.0,-172.0,2015-09-02
40168,epic_1b_20150903045822,3.0,103.0,2015-09-03
40178,epic_1b_20150903180357,3.0,-93.0,2015-09-03
40152,epic_1b_20150904092935,3.0,35.0,2015-09-04
40162,epic_1b_20150904212941,3.0,-145.0,2015-09-04
40163,epic_1b_20150904223509,3.0,-161.0,2015-09-04
40158,epic_1b_20150904170750,3.0,-80.0,2015-09-04
40128,epic_1b_20150905051704,3.0,98.0,2015-09-05
40129,epic_1b_20150905062232,3.0,82.0,2015-09-05
40142,epic_1b_20150905213900,3.0,-148.0,2015-09-05
40143,epic_1b_20150905234956,3.0,180.0,2015-09-05
40105,epic_1b_20150906005523,3.0,163.0,2015-09-06
40114,epic_1b_20150906130440,3.0,-19.0,2015-09-06
40121,epic_1b_20150906204254,3.0,-134.0,2015-09-06
40120,epic_1b_20150906193727,3.0,-118.0,2015-09-06
40092,epic_1b_20150907085210,3.0,44.0,2015-09-07
40087,epic_1b_20150907032451,3.0,125.0,2015-09-07
40088,epic_1b_20150907043019,3.0,109.0,2015-09-07
40094,epic_1b_20150907120834,3.0,-6.0,2015-09-07
40075,epic_1b_20150908054508,3.0,90.0,2015-09-08
40080,epic_1b_20150908111228,3.0,8.0,2015-09-08
40082,epic_1b_20150908185041,3.0,-107.0,2015-09-08
40052,epic_1b_20150909023807,3.0,136.0,2015-09-09
40056,epic_1b_20150909065957,3.0,71.0,2015-09-09
40057,epic_1b_20150909080525,3.0,55.0,2015-09-09
40063,epic_1b_20150909154340,3.0,-60.0,2015-09-09
40043,epic_1b_20150910123637,2.0,-14.0,2015-09-10
40050,epic_1b_20150910222546,2.0,-161.0,2015-09-10
40026,epic_1b_20150911170749,2.0,-82.0,2015-09-11
40009,epic_1b_20150912224428,2.0,-166.0,2015-09-12
40007,epic_1b_20150912203332,2.0,-134.0,2015-09-12
40000,epic_1b_20150912125518,2.0,-19.0,2015-09-12
40003,epic_1b_20150912161141,2.0,-68.0,2015-09-12
39969,epic_1b_20150913005523,2.0,161.0,2015-09-13
39975,epic_1b_20150913073721,2.0,60.0,2015-09-13
39984,epic_1b_20150913172631,2.0,-87.0,2015-09-13
39951,epic_1b_20150914043018,2.0,107.0,2015-09-14
39968,epic_1b_20150914230311,2.0,-172.0,2015-09-14
39962,epic_1b_20150914163024,2.0,-73.0,2015-09-14
39960,epic_1b_20150914141928,2.0,-41.0,2015-09-14
39936,epic_1b_20150915111226,2.0,6.0,2015-09-15
39945,epic_1b_20150915210136,2.0,-141.0,2015-09-15
39943,epic_1b_20150915185040,2.0,-109.0,2015-09-15
39919,epic_1b_20150916143811,2.0,-46.0,2015-09-16
39916,epic_1b_20150916112147,2.0,3.0,2015-09-16
39886,epic_1b_20150917023817,2.0,134.0,2015-09-17
39892,epic_1b_20150917092013,2.0,33.0,2015-09-17
39898,epic_1b_20150917155300,2.0,-65.0,2015-09-17
39901,epic_1b_20150917190924,2.0,-114.0,2015-09-17
39904,epic_1b_20150917222547,2.0,-163.0,2015-09-17
39872,epic_1b_20150918061310,2.0,80.0,2015-09-18
39880,epic_1b_20150918181315,2.0,-100.0,2015-09-18
39850,epic_1b_20150919051704,2.0,94.0,2015-09-19
39866,epic_1b_20150919224429,1.0,-168.0,2015-09-19
39864,epic_1b_20150919203333,2.0,-136.0,2015-09-19
39830,epic_1b_20150920020052,2.0,143.0,2015-09-20
39834,epic_1b_20150920063152,1.0,75.0,2015-09-20
39843,epic_1b_20150920214822,1.0,-155.0,2015-09-20
39844,epic_1b_20150920225350,1.0,-171.0,2015-09-20
39818,epic_1b_20150921010452,1.0,156.0,2015-09-21
39828,epic_1b_20150921201136,1.0,-131.0,2015-09-21
39813,epic_1b_20150922181402,1.0,-101.0,2015-09-22
39769,epic_1b_20150924081443,1.0,48.0,2015-09-24
39778,epic_1b_20150924190922,1.0,-116.0,2015-09-24
39774,epic_1b_20150924144731,1.0,-50.0,2015-09-24
39748,epic_1b_20150925024737,1.0,129.0,2015-09-25
39758,epic_1b_20150925135123,1.0,-37.0,2015-09-25
39759,epic_1b_20150925145652,1.0,-53.0,2015-09-25
39760,epic_1b_20150925160219,1.0,-69.0,2015-09-25
39762,epic_1b_20150925181314,1.0,-102.0,2015-09-25
39763,epic_1b_20150925191842,1.0,-118.0,2015-09-25
39744,epic_1b_20150926224427,1.0,-170.0,2015-09-26
39727,epic_1b_20150930133236,1.0,-33.0,2015-09-30
39711,epic_1b_20151001081442,1.0,46.0,2015-10-01
39717,epic_1b_20151001212008,1.0,-150.0,2015-10-01
39692,epic_1b_20151002045820,0.0,95.0,2015-10-02
39700,epic_1b_20151002135119,0.0,-38.0,2015-10-02
39704,epic_1b_20151002181308,0.0,-104.0,2015-10-02
39705,epic_1b_20151002191835,0.0,-120.0,2015-10-02
39707,epic_1b_20151002212930,0.0,-153.0,2015-10-02
39708,epic_1b_20151002223457,0.0,-169.0,2015-10-02
39667,epic_1b_20151003015118,0.0,142.0,2015-10-03
39680,epic_1b_20151003161136,0.0,-74.0,2015-10-03
39683,epic_1b_20151003192758,0.0,-123.0,2015-10-03
39685,epic_1b_20151003213852,0.0,-155.0,2015-10-03
39686,epic_1b_20151003224419,0.0,-172.0,2015-10-03
39676,epic_1b_20151003114946,0.0,-8.0,2015-10-03
39687,epic_1b_20151003234947,0.0,172.0,2015-10-03
39658,epic_1b_20151004151529,0.0,-60.0,2015-10-04
39647,epic_1b_20151004020041,0.0,139.0,2015-10-04
39660,epic_1b_20151004172623,0.0,-92.0,2015-10-04
39663,epic_1b_20151004214812,0.0,-158.0,2015-10-04
39665,epic_1b_20151004235839,0.0,169.0,2015-10-04
39655,epic_1b_20151004115907,0.0,-11.0,2015-10-04
39629,epic_1b_20151005052623,0.0,88.0,2015-10-05
39645,epic_1b_20151005230301,0.0,-177.0,2015-10-05
39642,epic_1b_20151005194639,0.0,-128.0,2015-10-05
39638,epic_1b_20151005152450,0.0,-62.0,2015-10-05
39611,epic_1b_20151006011356,-0.0,151.0,2015-10-06
39613,epic_1b_20151006032451,0.0,118.0,2015-10-06
39614,epic_1b_20151006053545,-0.0,85.0,2015-10-06
39622,epic_1b_20151006210127,-0.0,-146.0,2015-10-06
39624,epic_1b_20151006231222,-0.0,-179.0,2015-10-06
39617,epic_1b_20151006090127,-0.0,34.0,2015-10-06
39600,epic_1b_20151007033411,-0.0,115.0,2015-10-07
39605,epic_1b_20151007091048,-0.0,31.0,2015-10-07
39608,epic_1b_20151007122710,-0.0,-18.0,2015-10-07
39603,epic_1b_20151007065953,-0.0,64.0,2015-10-07
39577,epic_1b_20151012000830,-1.0,166.0,2015-10-12
39584,epic_1b_20151012074645,-1.0,52.0,2015-10-12
39594,epic_1b_20151012184122,-1.0,-112.0,2015-10-12
39593,epic_1b_20151012173555,-1.0,-96.0,2015-10-12
39596,epic_1b_20151012215747,-1.0,-161.0,2015-10-12
39564,epic_1b_20151013013240,-1.0,145.0,2015-10-13
39566,epic_1b_20151013034336,-1.0,113.0,2015-10-13
39571,epic_1b_20151013112150,-1.0,-2.0,2015-10-13
39575,epic_1b_20151013221626,-1.0,-166.0,2015-10-13
39563,epic_1b_20151013002713,-1.0,162.0,2015-10-13
39547,epic_1b_20151014071840,-1.0,59.0,2015-10-14
39544,epic_1b_20151014040218,-1.0,108.0,2015-10-14
39545,epic_1b_20151014050745,-1.0,91.0,2015-10-14
39550,epic_1b_20151014103503,-1.0,10.0,2015-10-14
39554,epic_1b_20151014145655,-1.0,-56.0,2015-10-14
39561,epic_1b_20151014223509,-1.0,-170.0,2015-10-14
39524,epic_1b_20151015021004,-1.0,136.0,2015-10-15
39526,epic_1b_20151015052628,-2.0,87.0,2015-10-15
39533,epic_1b_20151015130441,-2.0,-28.0,2015-10-15
39512,epic_1b_20151016020043,-2.0,138.0,2015-10-16
39515,epic_1b_20151016051706,-2.0,89.0,2015-10-16
39521,epic_1b_20151016114953,-2.0,-9.0,2015-10-16
39490,epic_1b_20151017014201,-2.0,143.0,2015-10-17
39491,epic_1b_20151017024729,-2.0,126.0,2015-10-17
39496,epic_1b_20151017081447,-2.0,45.0,2015-10-17
39500,epic_1b_20151017123639,-2.0,-21.0,2015-10-17
39503,epic_1b_20151017155303,-2.0,-70.0,2015-10-17
39506,epic_1b_20151017190926,-2.0,-119.0,2015-10-17
39509,epic_1b_20151017222549,-2.0,-168.0,2015-10-17
39510,epic_1b_20151017233117,-2.0,176.0,2015-10-17
39478,epic_1b_20151018121756,-2.0,-16.0,2015-10-18
39486,epic_1b_20151018210138,-2.0,-147.0,2015-10-18
39482,epic_1b_20151018163946,-2.0,-82.0,2015-10-18
39454,epic_1b_20151019021925,-2.0,134.0,2015-10-19
39457,epic_1b_20151019064116,-2.0,68.0,2015-10-19
39459,epic_1b_20151019085212,-2.0,35.0,2015-10-19
39467,epic_1b_20151019231229,-2.0,-180.0,2015-10-19
39440,epic_1b_20151021222231,-3.0,-167.0,2015-10-21
39418,epic_1b_20151022010437,-3.0,152.0,2015-10-22
39419,epic_1b_20151022025240,-3.0,125.0,2015-10-22
39420,epic_1b_20151022081649,-3.0,44.0,2015-10-22
39421,epic_1b_20151022100451,-3.0,17.0,2015-10-22
39422,epic_1b_20151022115255,-3.0,-10.0,2015-10-22
39423,epic_1b_20151022134058,-3.0,-37.0,2015-10-22
39425,epic_1b_20151022171704,-3.0,-91.0,2015-10-22
39426,epic_1b_20151022190507,-3.0,-118.0,2015-10-22
39427,epic_1b_20151022205310,-3.0,-145.0,2015-10-22
39428,epic_1b_20151022224113,-3.0,-172.0,2015-10-22
39424,epic_1b_20151022152901,-3.0,-64.0,2015-10-22
39394,epic_1b_20151024022436,-3.0,132.0,2015-10-24
39379,epic_1b_20151026195704,-4.0,-131.0,2015-10-26
39351,epic_1b_20151029010437,-5.0,152.0,2015-10-29
39357,epic_1b_20151029134057,-5.0,-37.0,2015-10-29
39355,epic_1b_20151029100451,-5.0,17.0,2015-10-29
39333,epic_1b_20151031093647,-5.0,25.0,2015-10-31
39338,epic_1b_20151031202505,-5.0,-137.0,2015-10-31
39339,epic_1b_20151031221308,-5.0,-164.0,2015-10-31
39311,epic_1b_20151102125101,-6.0,-23.0,2015-11-02
39302,epic_1b_20151103021515,-6.0,136.0,2015-11-03
39303,epic_1b_20151103040318,-6.0,109.0,2015-11-03
39301,epic_1b_20151103002712,-6.0,163.0,2015-11-03
39304,epic_1b_20151103055121,-6.0,82.0,2015-11-03
39309,epic_1b_20151103201542,-6.0,-134.0,2015-11-03
39306,epic_1b_20151103092726,-6.0,28.0,2015-11-03
39310,epic_1b_20151103220345,-6.0,-161.0,2015-11-03
39305,epic_1b_20151103073924,-6.0,55.0,2015-11-03
39307,epic_1b_20151103111529,-6.0,1.0,2015-11-03
39308,epic_1b_20151103130332,-6.0,-26.0,2015-11-03
39292,epic_1b_20151104075806,-7.0,50.0,2015-11-04
39293,epic_1b_20151104094608,-7.0,23.0,2015-11-04
39295,epic_1b_20151104132215,-7.0,-31.0,2015-11-04
39296,epic_1b_20151104151018,-7.0,-58.0,2015-11-04
39297,epic_1b_20151104165821,-7.0,-85.0,2015-11-04
39298,epic_1b_20151104184625,-7.0,-112.0,2015-11-04
39299,epic_1b_20151104203427,-7.0,-139.0,2015-11-04
39300,epic_1b_20151104222231,-7.0,-166.0,2015-11-04
39294,epic_1b_20151104113411,-7.0,-4.0,2015-11-04
39279,epic_1b_20151105081648,-7.0,46.0,2015-11-05
39275,epic_1b_20151105010437,-7.0,154.0,2015-11-05
39276,epic_1b_20151105025239,-7.0,127.0,2015-11-05
39277,epic_1b_20151105044042,-7.0,100.0,2015-11-05
39278,epic_1b_20151105062845,-7.0,73.0,2015-11-05
39280,epic_1b_20151105100451,-7.0,19.0,2015-11-05
39285,epic_1b_20151105190507,-7.0,-116.0,2015-11-05
39282,epic_1b_20151105134057,-7.0,-35.0,2015-11-05
39283,epic_1b_20151105152900,-7.0,-62.0,2015-11-05
39284,epic_1b_20151105171703,-7.0,-89.0,2015-11-05
39281,epic_1b_20151105115254,-7.0,-8.0,2015-11-05
39287,epic_1b_20151105224113,-7.0,-170.0,2015-11-05
39274,epic_1b_20151106223152,-7.0,-168.0,2015-11-06
39268,epic_1b_20151106095531,-7.0,21.0,2015-11-06
39251,epic_1b_20151107003634,-7.0,161.0,2015-11-07
39252,epic_1b_20151107022437,-7.0,134.0,2015-11-07
39253,epic_1b_20151107041240,-7.0,107.0,2015-11-07
39254,epic_1b_20151107060043,-7.0,80.0,2015-11-07
39215,epic_1b_20151112010437,-9.0,156.0,2015-11-12
39216,epic_1b_20151112025239,-9.0,129.0,2015-11-12
39217,epic_1b_20151112044043,-9.0,102.0,2015-11-12
39218,epic_1b_20151112062846,-9.0,75.0,2015-11-12
39219,epic_1b_20151112081649,-9.0,48.0,2015-11-12
39220,epic_1b_20151112100452,-9.0,21.0,2015-11-12
39222,epic_1b_20151112134059,-9.0,-33.0,2015-11-12
39223,epic_1b_20151112152903,-9.0,-60.0,2015-11-12
39227,epic_1b_20151112224116,-10.0,-168.0,2015-11-12
39221,epic_1b_20151112115256,-9.0,-6.0,2015-11-12
39214,epic_1b_20151113223152,-10.0,-166.0,2015-11-13
39211,epic_1b_20151113170743,-10.0,-85.0,2015-11-13
39212,epic_1b_20151113185546,-10.0,-112.0,2015-11-13
39213,epic_1b_20151113204349,-10.0,-139.0,2015-11-13
39167,epic_1b_20151116000831,-11.0,171.0,2015-11-16
39144,epic_1b_20151118004555,-12.0,162.0,2015-11-18
39145,epic_1b_20151118023357,-12.0,135.0,2015-11-18
39155,epic_1b_20151118222230,-12.0,-162.0,2015-11-18
39150,epic_1b_20151118132215,-12.0,-27.0,2015-11-18
39154,epic_1b_20151118203427,-12.0,-135.0,2015-11-18
39153,epic_1b_20151118184624,-12.0,-108.0,2015-11-18
39149,epic_1b_20151118113412,-12.0,0.0,2015-11-18
39151,epic_1b_20151118151018,-12.0,-54.0,2015-11-18
39152,epic_1b_20151118165821,-12.0,-81.0,2015-11-18
39132,epic_1b_20151119025239,-12.0,131.0,2015-11-19
39133,epic_1b_20151119044042,-12.0,104.0,2015-11-19
39134,epic_1b_20151119062845,-12.0,77.0,2015-11-19
39135,epic_1b_20151119081648,-12.0,50.0,2015-11-19
39136,epic_1b_20151119100451,-12.0,23.0,2015-11-19
39131,epic_1b_20151119010436,-12.0,158.0,2015-11-19
39138,epic_1b_20151119134057,-12.0,-31.0,2015-11-19
39139,epic_1b_20151119152900,-12.0,-58.0,2015-11-19
39140,epic_1b_20151119171704,-12.0,-85.0,2015-11-19
39141,epic_1b_20151119190507,-12.0,-112.0,2015-11-19
39142,epic_1b_20151119205310,-12.0,-139.0,2015-11-19
39143,epic_1b_20151119224113,-12.0,-166.0,2015-11-19
39137,epic_1b_20151119115254,-12.0,-4.0,2015-11-19
39119,epic_1b_20151120005515,-12.0,161.0,2015-11-20
39120,epic_1b_20151120024318,-12.0,134.0,2015-11-20
39121,epic_1b_20151120061924,-12.0,80.0,2015-11-20
39122,epic_1b_20151120080727,-12.0,53.0,2015-11-20
39095,epic_1b_20151122001751,-13.0,171.0,2015-11-22
39085,epic_1b_20151123053240,-14.0,92.0,2015-11-23
39092,epic_1b_20151123180902,-14.0,-96.0,2015-11-23
39093,epic_1b_20151123195705,-14.0,-123.0,2015-11-23
39072,epic_1b_20151125151018,-15.0,-51.0,2015-11-25
39054,epic_1b_20151126025239,-15.0,134.0,2015-11-26
39056,epic_1b_20151126081648,-15.0,53.0,2015-11-26
39057,epic_1b_20151126100451,-15.0,26.0,2015-11-26
39058,epic_1b_20151126115254,-15.0,-1.0,2015-11-26
39055,epic_1b_20151126044042,-15.0,107.0,2015-11-26
39060,epic_1b_20151126171703,-15.0,-82.0,2015-11-26
39061,epic_1b_20151126190506,-15.0,-109.0,2015-11-26
39063,epic_1b_20151126224112,-15.0,-163.0,2015-11-26
39062,epic_1b_20151126205309,-15.0,-136.0,2015-11-26
39059,epic_1b_20151126152900,-15.0,-55.0,2015-11-26
39041,epic_1b_20151127005515,-15.0,163.0,2015-11-27
39042,epic_1b_20151127024318,-15.0,136.0,2015-11-27
38981,epic_1b_20151202004554,-17.0,168.0,2015-12-02
38971,epic_1b_20151203025240,-17.0,137.0,2015-12-03
38972,epic_1b_20151203044043,-17.0,110.0,2015-12-03
38973,epic_1b_20151203062846,-17.0,83.0,2015-12-03
38974,epic_1b_20151203081649,-17.0,56.0,2015-12-03
38976,epic_1b_20151203115255,-17.0,2.0,2015-12-03
38977,epic_1b_20151203152901,-17.0,-52.0,2015-12-03
38978,epic_1b_20151203171704,-17.0,-79.0,2015-12-03
38979,epic_1b_20151203190507,-17.0,-106.0,2015-12-03
38975,epic_1b_20151203100452,-17.0,29.0,2015-12-03
38939,epic_1b_20151206035357,-18.0,123.0,2015-12-06
38940,epic_1b_20151206054200,-18.0,96.0,2015-12-06
38941,epic_1b_20151206073003,-18.0,69.0,2015-12-06
38944,epic_1b_20151206125412,-18.0,-12.0,2015-12-06
38943,epic_1b_20151206110610,-18.0,15.0,2015-12-06
38942,epic_1b_20151206091807,-18.0,42.0,2015-12-06
38932,epic_1b_20151207143255,-19.0,-36.0,2015-12-07
38931,epic_1b_20151207124452,-19.0,-9.0,2015-12-07
38933,epic_1b_20151207162058,-19.0,-63.0,2015-12-07
38934,epic_1b_20151207180901,-19.0,-90.0,2015-12-07
38935,epic_1b_20151207195705,-19.0,-117.0,2015-12-07
38936,epic_1b_20151207214508,-19.0,-144.0,2015-12-07
38930,epic_1b_20151207105649,-19.0,18.0,2015-12-07
38915,epic_1b_20151208021515,-19.0,148.0,2015-12-08
38916,epic_1b_20151208055121,-19.0,94.0,2015-12-08
38914,epic_1b_20151208002713,-19.0,175.0,2015-12-08
38918,epic_1b_20151208092727,-19.0,40.0,2015-12-08
38917,epic_1b_20151208073924,-19.0,67.0,2015-12-08
38920,epic_1b_20151208145136,-19.0,-41.0,2015-12-08
38921,epic_1b_20151208163939,-19.0,-68.0,2015-12-08
38922,epic_1b_20151208182742,-19.0,-95.0,2015-12-08
38923,epic_1b_20151208201545,-19.0,-122.0,2015-12-08
38919,epic_1b_20151208111530,-19.0,13.0,2015-12-08
38885,epic_1b_20151211133136,-20.0,-19.0,2015-12-11
38887,epic_1b_20151211185543,-20.0,-100.0,2015-12-11
38888,epic_1b_20151211204346,-20.0,-127.0,2015-12-11
38889,epic_1b_20151211223150,-20.0,-154.0,2015-12-11
38854,epic_1b_20151213001751,-20.0,-180.0,2015-12-13
38843,epic_1b_20151214015633,-21.0,156.0,2015-12-14
38844,epic_1b_20151214034436,-21.0,129.0,2015-12-14
38845,epic_1b_20151214053239,-21.0,102.0,2015-12-14
38846,epic_1b_20151214090845,-21.0,48.0,2015-12-14
38814,epic_1b_20151217044042,-22.0,116.0,2015-12-17
38815,epic_1b_20151217062845,-22.0,89.0,2015-12-17
38816,epic_1b_20151217081648,-22.0,62.0,2015-12-17
38817,epic_1b_20151217115254,-22.0,8.0,2015-12-17
38818,epic_1b_20151217134057,-22.0,-19.0,2015-12-17
38786,epic_1b_20151220144215,-22.0,-33.0,2015-12-20
38785,epic_1b_20151220125412,-22.0,-6.0,2015-12-20
38784,epic_1b_20151220110609,-22.0,21.0,2015-12-20
38779,epic_1b_20151220001751,-22.0,-177.0,2015-12-20
38768,epic_1b_20151223222231,-23.0,-146.0,2015-12-23
38745,epic_1b_20151224010437,-23.0,173.0,2015-12-24
38746,epic_1b_20151224025239,-23.0,146.0,2015-12-24
38747,epic_1b_20151224044042,-23.0,119.0,2015-12-24
38748,epic_1b_20151224062845,-23.0,92.0,2015-12-24
38749,epic_1b_20151224081648,-23.0,65.0,2015-12-24
38750,epic_1b_20151224100451,-23.0,38.0,2015-12-24
38751,epic_1b_20151224115254,-23.0,11.0,2015-12-24
38752,epic_1b_20151224134057,-23.0,-16.0,2015-12-24
38753,epic_1b_20151224171703,-23.0,-70.0,2015-12-24
38754,epic_1b_20151224190506,-23.0,-97.0,2015-12-24
38755,epic_1b_20151224205309,-23.0,-124.0,2015-12-24
38739,epic_1b_20151225114333,-23.0,14.0,2015-12-25
38740,epic_1b_20151225133135,-23.0,-13.0,2015-12-25
38741,epic_1b_20151225170742,-23.0,-67.0,2015-12-25
38743,epic_1b_20151225204348,-23.0,-121.0,2015-12-25
38689,epic_1b_20151231190506,-24.0,-95.0,2015-12-31
38690,epic_1b_20151231205309,-24.0,-122.0,2015-12-31
38636,epic_1b_20160104105621,-24.0,28.0,2016-01-04
38616,epic_1b_20160108185542,-24.0,-91.0,2016-01-08
38617,epic_1b_20160108204345,-24.0,-118.0,2016-01-08
38585,epic_1b_20160110001752,-24.0,-171.0,2016-01-10
38587,epic_1b_20160110035357,-24.0,135.0,2016-01-10
38589,epic_1b_20160110073002,-24.0,81.0,2016-01-10
38588,epic_1b_20160110054159,-24.0,108.0,2016-01-10
38594,epic_1b_20160110163016,-24.0,-54.0,2016-01-10
38595,epic_1b_20160110181819,-24.0,-81.0,2016-01-10
38596,epic_1b_20160110200622,-24.0,-108.0,2016-01-10
38573,epic_1b_20160111000830,-24.0,-168.0,2016-01-11
38562,epic_1b_20160112002713,-24.0,-173.0,2016-01-12
38563,epic_1b_20160112021515,-24.0,160.0,2016-01-12
38564,epic_1b_20160112040318,-24.0,133.0,2016-01-12
38565,epic_1b_20160112055121,-24.0,106.0,2016-01-12
38569,epic_1b_20160112163939,-24.0,-56.0,2016-01-12
38568,epic_1b_20160112145136,-24.0,-29.0,2016-01-12
38570,epic_1b_20160112182742,-24.0,-83.0,2016-01-12
38571,epic_1b_20160112201545,-24.0,-110.0,2016-01-12
38572,epic_1b_20160112220348,-24.0,-137.0,2016-01-12
38566,epic_1b_20160112092727,-24.0,52.0,2016-01-12
38538,epic_1b_20160115024318,-24.0,153.0,2016-01-15
38539,epic_1b_20160115043121,-24.0,126.0,2016-01-15
38540,epic_1b_20160115061923,-24.0,99.0,2016-01-15
38541,epic_1b_20160115080726,-24.0,72.0,2016-01-15
38542,epic_1b_20160115095529,-24.0,45.0,2016-01-15
38543,epic_1b_20160115114332,-24.0,18.0,2016-01-15
38544,epic_1b_20160115133135,-24.0,-9.0,2016-01-15
38545,epic_1b_20160115151937,-24.0,-36.0,2016-01-15
38546,epic_1b_20160115170740,-24.0,-63.0,2016-01-15
38547,epic_1b_20160115185542,-24.0,-90.0,2016-01-15
38548,epic_1b_20160115204345,-24.0,-117.0,2016-01-15
38549,epic_1b_20160115223148,-24.0,-144.0,2016-01-15
38526,epic_1b_20160116022436,-24.0,158.0,2016-01-16
38527,epic_1b_20160116041239,-24.0,131.0,2016-01-16
38528,epic_1b_20160116060042,-24.0,104.0,2016-01-16
38529,epic_1b_20160116074844,-24.0,77.0,2016-01-16
38530,epic_1b_20160116093647,-24.0,50.0,2016-01-16
38531,epic_1b_20160116112450,-24.0,23.0,2016-01-16
38513,epic_1b_20160117001752,-23.0,-170.0,2016-01-17
38512,epic_1b_20160118195703,-23.0,-105.0,2016-01-18
38511,epic_1b_20160118180900,-23.0,-78.0,2016-01-18
38510,epic_1b_20160118090844,-23.0,57.0,2016-01-18
38484,epic_1b_20160120061003,-23.0,102.0,2016-01-20
38491,epic_1b_20160120203428,-23.0,-114.0,2016-01-20
38461,epic_1b_20160122005515,-23.0,-180.0,2016-01-22
38473,epic_1b_20160122223149,-23.0,-144.0,2016-01-22
38448,epic_1b_20160123003633,-23.0,-175.0,2016-01-23
38449,epic_1b_20160123022436,-23.0,158.0,2016-01-23
38442,epic_1b_20160125034436,-23.0,138.0,2016-01-25
38441,epic_1b_20160125015634,-23.0,165.0,2016-01-25
38444,epic_1b_20160125072042,-23.0,84.0,2016-01-25
38443,epic_1b_20160125053239,-23.0,111.0,2016-01-25
38428,epic_1b_20160127002712,-22.0,-173.0,2016-01-27
38429,epic_1b_20160127021515,-22.0,160.0,2016-01-27
38430,epic_1b_20160127040317,-22.0,133.0,2016-01-27
38431,epic_1b_20160127055120,-22.0,106.0,2016-01-27
38433,epic_1b_20160127092725,-22.0,52.0,2016-01-27
38432,epic_1b_20160127073923,-22.0,79.0,2016-01-27
38403,epic_1b_20160131060041,-22.0,102.0,2016-01-31
38401,epic_1b_20160131022436,-22.0,156.0,2016-01-31
38402,epic_1b_20160131041238,-22.0,129.0,2016-01-31
38404,epic_1b_20160131074843,-22.0,75.0,2016-01-31
38405,epic_1b_20160131093646,-22.0,48.0,2016-01-31
38387,epic_1b_20160201001751,-21.0,-172.0,2016-02-01
38396,epic_1b_20160201163017,-21.0,-55.0,2016-02-01
38397,epic_1b_20160201181820,-21.0,-82.0,2016-02-01
38398,epic_1b_20160201200623,-21.0,-109.0,2016-02-01
38399,epic_1b_20160201215425,-21.0,-136.0,2016-02-01
38378,epic_1b_20160202000830,-21.0,-170.0,2016-02-02
38381,epic_1b_20160202053238,-21.0,109.0,2016-02-02
38365,epic_1b_20160203002712,-21.0,-175.0,2016-02-03
38352,epic_1b_20160204004554,-21.0,-180.0,2016-02-04
38359,epic_1b_20160204132215,-21.0,-9.0,2016-02-04
38334,epic_1b_20160206005515,-20.0,178.0,2016-02-06
38333,epic_1b_20160207221306,-20.0,-142.0,2016-02-07
38305,epic_1b_20160209000830,-20.0,-172.0,2016-02-09
